种子ID,星区数量,磁石总数,蓝巨星总数,0型恒星总数
90016043,35,4,0,1
95329351,35,4,1,3
95620944,35,4,2,1
96076042,35,4,0,1
96827888,35,4,0,1
97609075,35,4,0,1
97734728,35,4,2,1
932052,36,4,0,1
2308054,36,4,0,2
2488769,36,4,0,2
3386937,36,4,1,2
6984959,36,4,0,1
7842380,36,4,1,1
8532903,36,4,0,1
13689542,36,4,0,1
14932271,36,4,0,1
21288498,36,4,0,1
22788201,36,4,0,1
26185746,36,4,1,2
27860588,36,4,0,1
28040862,36,4,1,2
28946485,36,4,0,3
30226747,36,4,1,3
30545354,36,4,0,3
31750303,36,4,0,3
31782901,36,4,0,2
38027939,36,4,1,3
40254566,36,4,1,3
41874601,36,4,1,2
42800025,36,4,1,1
45647577,36,4,1,2
46171184,36,4,0,2
49016076,36,4,0,1
49890126,36,4,0,1
52431824,36,4,0,2
52887534,36,4,0,1
55460960,36,4,0,1
56703046,36,4,1,2
56726501,36,4,1,1
59128587,36,4,0,3
62239139,36,4,2,2
62506382,36,4,1,2
64106600,36,4,1,2
65452947,36,4,1,2
67322705,36,4,1,3
69214527,36,4,0,2
73791259,36,4,0,2
78113081,36,4,0,2
81863161,36,4,1,2
82266547,36,4,1,2
84443440,36,4,0,2
85569110,36,4,1,3
89885268,36,4,0,2
92100865,36,4,1,3
93270386,36,4,2,2
96701042,36,4,2,1
97697985,36,4,1,2
4079953,37,4,2,2
4150175,37,4,0,3
5084012,37,4,0,3
5916587,37,4,0,1
6013253,37,4,1,4
7842380,37,4,1,2
8532903,37,4,0,2
8589721,37,4,1,1
9381217,37,4,1,1
11020110,37,4,1,1
11906657,37,4,1,3
14361667,37,4,0,2
17854048,37,4,0,1
19046955,37,4,0,1
19182278,37,4,1,1
21065468,37,4,0,1
22297992,37,4,0,2
25280878,37,4,0,2
25582198,37,4,1,1
30798527,37,4,0,2
31750303,37,4,0,3
37682669,37,4,0,2
37886187,37,4,2,1
38077284,37,4,1,1
40568984,37,4,0,3
41670143,37,4,1,1
43305329,37,4,1,3
43635029,37,4,0,2
45743173,37,4,0,2
47146594,37,4,1,2
58173321,37,4,0,4
59128587,37,4,0,2
61325828,37,4,0,2
61933031,37,4,0,2
62942672,37,4,0,2
63619706,37,4,1,2
64060998,37,4,2,1
65866529,37,4,0,2
67639195,37,4,1,2
69066338,37,4,0,3
73106387,37,4,1,1
75056932,37,4,0,1
79047335,37,4,2,1
82508244,37,4,1,1
85730275,37,4,0,2
87437740,37,4,0,1
87596575,37,4,0,2
89498910,37,4,1,2
89682114,37,4,0,1
89821614,37,4,0,2
90479876,37,4,0,2
90984105,37,4,1,2
96545299,37,4,1,4
97798457,37,4,0,3
98228340,37,4,0,2
5812648,38,4,0,1
6616750,38,4,0,2
6846689,38,4,0,1
11906657,38,4,1,3
14100757,38,4,0,2
22475911,38,4,1,2
24195881,38,4,1,2
25099719,38,4,1,1
26185746,38,4,1,2
26620215,38,4,0,2
31915992,38,4,0,1
36386719,38,4,1,2
43305329,38,4,1,2
43635029,38,4,0,2
45788671,38,4,0,2
48121708,38,4,1,1
48332872,38,4,0,2
52885286,38,4,1,1
57693976,38,4,1,2
61330304,38,4,1,1
61933031,38,4,0,2
61981034,38,4,1,2
62231534,38,4,0,1
65873244,38,4,0,1
66324781,38,4,2,1
68653374,38,4,0,2
72414396,38,4,0,2
74390963,38,4,0,1
82037771,38,4,0,2
85777736,38,4,2,1
88145095,38,4,1,2
89014408,38,4,0,2
90479876,38,4,0,3
93624389,38,4,0,1
93718199,38,4,0,2
95302937,38,4,1,3
96545299,38,4,2,5
97798457,38,4,0,3
99710331,38,4,2,1
1100074,39,4,0,2
2777676,39,4,0,6
4943485,39,4,0,3
8395668,39,4,0,2
9751657,39,4,0,1
13197284,39,4,1,1
14504680,39,4,0,1
17141900,39,4,0,1
17471802,39,4,1,2
18794637,39,4,1,2
26509511,39,4,1,1
29287403,39,4,1,1
29946682,39,4,1,1
33469963,39,4,0,2
42973837,39,4,0,1
43149766,39,4,2,2
43305329,39,4,1,2
43573558,39,4,0,2
45258030,39,4,1,3
45788671,39,4,0,2
46301486,39,4,0,2
46340944,39,4,1,1
46839705,39,4,1,3
47171235,39,4,1,2
53596518,39,4,1,2
56023096,39,4,0,4
56075466,39,4,1,1
57580181,39,4,1,1
60619372,39,4,1,3
61758655,39,4,2,2
62506382,39,4,0,2
62871022,39,4,0,1
63115407,39,4,0,1
67229060,39,4,0,2
67303073,39,4,1,1
67555823,39,4,0,1
68774448,39,4,0,1
69274751,39,4,0,4
71062815,39,4,1,1
73084879,39,4,0,2
76399549,39,4,1,1
80258177,39,4,0,1
82311386,39,4,1,1
82502195,39,4,1,2
83632987,39,4,0,1
85777736,39,4,2,2
91703256,39,4,0,1
92424681,39,4,0,1
92529465,39,4,0,1
95134586,39,4,1,2
98199443,39,4,0,2
98356909,39,4,0,1
98776154,39,4,1,2
1901606,40,4,1,2
3062954,40,4,1,1
8364546,40,4,1,1
8401650,40,4,1,2
10896195,40,4,1,2
11290769,40,4,0,2
12605708,40,4,0,2
13889406,40,4,1,1
19421675,40,4,0,1
21433220,40,4,0,2
23878112,40,4,0,3
26346499,40,4,1,1
26954068,40,4,2,1
29324255,40,4,1,1
29418264,40,4,1,2
33217301,40,4,0,2
34463835,40,4,0,2
36851536,40,4,1,1
38744549,40,4,0,2
38993161,40,4,0,2
40421850,40,4,0,1
43305329,40,4,1,2
46301486,40,4,0,2
47534122,40,4,1,2
50964664,40,4,1,2
53062728,40,4,0,2
57580181,40,4,1,1
60524609,40,4,1,2
60963995,40,4,1,2
61933031,40,4,0,2
62278418,40,4,1,1
62506382,40,4,0,3
66199481,40,4,0,2
67073889,40,4,0,2
67622960,40,4,2,2
69041001,40,4,1,1
73084879,40,4,0,3
74457141,40,4,1,2
82050544,40,4,2,2
82590328,40,4,0,1
85209757,40,4,1,1
89360978,40,4,1,1
89498910,40,4,1,2
93427943,40,4,2,2
95134586,40,4,0,2
98279733,40,4,2,3
3552370,41,4,1,2
4576634,41,4,1,2
6289105,41,4,1,1
8401650,41,4,1,2
14321086,41,4,0,2
16534534,41,4,1,1
16554412,41,4,0,2
17681386,41,4,0,1
17895104,41,4,0,1
19522147,41,4,1,1
27716150,41,4,0,1
28687318,41,4,0,1
32642329,41,4,0,1
46301486,41,4,0,2
48518331,41,4,2,1
54329204,41,4,1,4
54502122,41,4,0,3
54990162,41,4,0,1
55922669,41,4,1,1
57693976,41,4,1,2
67322705,41,4,0,3
69274751,41,4,0,4
70073344,41,4,1,1
72774671,41,4,0,1
74457141,41,4,1,2
77664488,41,4,2,1
79238728,41,4,1,2
83010369,41,4,1,3
84503761,41,4,1,3
85892697,41,4,1,3
87008851,41,4,0,2
87570179,41,4,0,1
88852515,41,4,1,2
89498910,41,4,1,2
93179793,41,4,0,2
95134586,41,4,0,2
96951007,41,4,0,1
98280440,41,4,2,2
98776154,41,4,0,2
2633490,42,4,0,2
3552370,42,4,1,2
5529061,42,4,1,2
8853671,42,4,0,1
12605708,42,4,1,3
18528705,42,4,0,1
20365228,42,4,0,2
26185746,42,4,0,3
26961219,42,4,0,1
27436552,42,4,0,1
29491736,42,4,0,2
32388589,42,4,0,3
32625928,42,4,0,1
32950398,42,4,0,2
33071834,42,4,1,2
35861145,42,4,0,1
37283943,42,4,1,2
39407903,42,4,0,2
42687907,42,4,1,2
43775708,42,4,0,2
44852525,42,4,0,3
47499811,42,4,0,3
49353666,42,4,0,1
53230690,42,4,0,3
54329204,42,4,0,3
57693976,42,4,1,2
61325828,42,4,2,2
66199481,42,4,0,3
66861159,42,4,2,1
67266690,42,4,1,1
67322705,42,4,1,3
67842791,42,4,2,3
68485202,42,4,1,2
70578024,42,4,1,1
72492058,42,4,1,1
73567413,42,4,0,3
76235655,42,4,1,3
80069314,42,4,0,1
84802570,42,4,0,2
91392397,42,4,1,2
93124803,42,4,0,1
95134586,42,4,0,2
97097844,42,4,0,4
99307081,42,4,0,2
8032281,43,4,1,2
10818716,43,4,0,1
14148816,43,4,1,3
17288473,43,4,1,2
20365228,43,4,0,2
22098466,43,4,2,3
26396458,43,4,0,2
27436533,43,4,0,2
27865109,43,4,0,2
27922812,43,4,0,2
30798527,43,4,0,3
33842658,43,4,1,2
34581114,43,4,0,3
37283943,43,4,1,2
40478554,43,4,0,1
42687907,43,4,1,2
45788671,43,4,0,3
54329204,43,4,0,3
56831069,43,4,0,3
58066475,43,4,1,1
60327950,43,4,0,1
61581048,43,4,1,2
63596935,43,4,1,1
64215027,43,4,1,2
66914445,43,4,0,2
67322705,43,4,1,3
69642935,43,4,0,1
69677979,43,4,0,1
69714599,43,4,0,2
73084879,43,4,0,2
73567413,43,4,0,3
77262890,43,4,1,1
77651426,43,4,0,3
80606942,43,4,0,3
82497512,43,4,1,2
83542572,43,4,0,3
84315245,43,4,0,2
90499802,43,4,2,2
93236753,43,4,1,2
96051639,43,4,0,2
97097844,43,4,0,5
511495,44,4,1,1
7616427,44,4,0,1
8032281,44,4,0,3
11319167,44,4,0,3
11474623,44,4,0,1
12949124,44,4,1,1
15322671,44,4,0,2
16935804,44,4,0,1
17813923,44,4,1,3
18554550,44,4,1,2
19522147,44,4,0,2
20365228,44,4,1,2
24162797,44,4,0,2
29588693,44,4,1,1
29649566,44,4,0,2
32088191,44,4,0,1
35515601,44,4,0,1
38048497,44,4,2,2
38626644,44,4,1,4
42080166,44,4,1,2
43775708,44,4,1,3
45699438,44,4,0,1
45788671,44,4,0,3
47499811,44,4,0,4
48420674,44,4,0,2
53596518,44,4,1,2
54763008,44,4,0,1
57614155,44,4,1,1
58012175,44,4,1,1
62782926,44,4,0,1
64215027,44,4,0,2
67244093,44,4,0,1
67435847,44,4,1,2
69794562,44,4,2,1
73084879,44,4,1,2
77287938,44,4,0,2
77321024,44,4,1,3
78772861,44,4,1,2
80725251,44,4,0,2
80882453,44,4,1,3
83543255,44,4,0,2
88787591,44,4,1,2
92016899,44,4,0,2
94247641,44,4,1,1
95752051,44,4,0,2
96604539,44,4,2,1
98715771,44,4,1,2
99130006,44,4,0,2
1803216,45,4,0,2
2704657,45,4,1,3
3695643,45,4,0,3
4576634,45,4,0,5
8032281,45,4,0,3
12949124,45,4,1,2
17813923,45,4,0,3
19522147,45,4,0,2
20611303,45,4,0,2
20703391,45,4,1,2
25931869,45,4,1,3
32088191,45,4,0,2
35453496,45,4,1,2
35873242,45,4,1,1
38048497,45,4,2,3
48379755,45,4,0,3
48821085,45,4,1,2
52678064,45,4,1,2
52938980,45,4,1,1
55325954,45,4,1,2
56703046,45,4,1,2
58471231,45,4,1,2
60327950,45,4,1,2
66199481,45,4,0,2
82026977,45,4,1,2
82137124,45,4,0,1
83543255,45,4,0,2
87729654,45,4,0,3
91923887,45,4,1,1
92016899,45,4,0,2
95023242,45,4,0,1
95752051,45,4,0,2
99130006,45,4,0,2
99260536,45,4,0,1
4576634,46,4,0,5
5361141,46,4,1,1
11924320,46,4,0,3
12007047,46,4,0,4
15361259,46,4,0,3
17288473,46,4,1,2
17472890,46,4,0,2
19230229,46,4,0,1
20365228,46,4,1,2
22435400,46,4,2,2
23057280,46,4,0,1
25402950,46,4,0,2
26104453,46,4,0,2
29274563,46,4,1,3
29775075,46,4,1,2
34360546,46,4,1,2
37411389,46,4,0,3
49576119,46,4,1,2
50364159,46,4,0,3
51837721,46,4,0,2
53911967,46,4,0,2
56831069,46,4,2,2
61196706,46,4,0,2
62158104,46,4,0,4
68616957,46,4,1,2
69714599,46,4,0,2
77132057,46,4,1,2
78595070,46,4,1,2
80341049,46,4,1,2
80606942,46,4,0,2
82640165,46,4,1,2
82905801,46,4,1,1
83092660,46,4,1,2
84045302,46,4,1,3
84753721,46,4,1,3
87729654,46,4,1,3
95433210,46,4,0,1
99130006,46,4,0,2
99307081,46,4,1,2
865145,47,4,0,1
3618264,47,4,0,1
4409417,47,4,0,2
6032801,47,4,1,1
7336747,47,4,0,1
8491406,47,4,1,1
9308068,47,4,0,2
12555936,47,4,1,1
12949124,47,4,0,2
15954229,47,4,0,3
18600559,47,4,0,2
22435400,47,4,2,2
24686711,47,4,0,2
26320433,47,4,1,1
29365049,47,4,1,3
37137744,47,4,0,2
41299943,47,4,2,3
43775708,47,4,0,2
45648939,47,4,1,2
45688333,47,4,0,2
48806707,47,4,1,2
50060972,47,4,0,1
50435386,47,4,0,2
53911967,47,4,0,3
55984959,47,4,0,1
56831069,47,4,2,2
65585705,47,4,0,1
66199481,47,4,0,2
67322705,47,4,1,3
73084879,47,4,1,4
73508658,47,4,0,1
74769634,47,4,1,2
75405501,47,4,0,3
79499982,47,4,0,1
80807394,47,4,0,1
80892369,47,4,0,3
83092660,47,4,1,2
86984082,47,4,1,1
88260501,47,4,0,3
92006389,47,4,0,1
94243322,47,4,1,2
99130006,47,4,0,2
99992912,47,4,0,1
386135,48,4,0,2
5427470,48,4,0,3
8032281,48,4,0,2
10301911,48,4,0,2
12415805,48,4,1,2
15546578,48,4,1,2
15954229,48,4,1,3
17555969,48,4,0,1
20298323,48,4,1,1
22095162,48,4,0,3
29274563,48,4,0,3
30584735,48,4,1,3
32331805,48,4,0,2
40521887,48,4,1,4
49052288,48,4,0,1
59808194,48,4,1,2
61196706,48,4,0,2
64066039,48,4,0,1
64744498,48,4,0,1
67435847,48,4,1,2
75405501,48,4,0,3
80341049,48,4,0,2
80892369,48,4,0,2
82763398,48,4,0,3
82954067,48,4,0,2
88452131,48,4,0,2
93039671,48,4,1,2
94558075,48,4,1,2
95752051,48,4,1,2
4576634,49,4,1,7
8420686,49,4,2,1
15151873,49,4,0,1
15546578,49,4,0,2
15954229,49,4,1,2
16554412,49,4,1,2
17849917,49,4,0,2
25210787,49,4,0,1
28167559,49,4,0,3
29274563,49,4,0,3
29569026,49,4,0,2
42687907,49,4,1,2
43775708,49,4,1,2
45535445,49,4,1,2
48332872,49,4,0,2
49560429,49,4,1,2
50333266,49,4,0,3
51795558,49,4,0,2
52678064,49,4,0,3
53237068,49,4,0,2
58444099,49,4,2,3
58961502,49,4,0,2
64215027,49,4,0,3
69714599,49,4,0,2
74369516,49,4,0,3
76840348,49,4,0,2
79825891,49,4,0,2
80373421,49,4,0,1
82050544,49,4,1,3
84381877,49,4,1,3
85236024,49,4,0,1
87627488,49,4,0,4
88452131,49,4,0,3
95134586,49,4,0,4
2224771,50,4,0,2
7031426,50,4,1,1
7664117,50,4,1,1
8491406,50,4,0,2
9299949,50,4,0,2
10779698,50,4,0,1
12525672,50,4,0,2
15546578,50,4,3,2
16554412,50,4,1,2
22642595,50,4,0,2
26370047,50,4,1,2
37751369,50,4,0,4
38423035,50,4,0,2
41653332,50,4,0,3
62412524,50,4,0,2
65010909,50,4,0,2
67244093,50,4,0,3
79527853,50,4,1,2
80606942,50,4,0,2
83078878,50,4,1,4
83890401,50,4,1,3
88010056,50,4,1,2
88840614,50,4,1,2
89337926,50,4,1,2
94807990,50,4,2,2
99529779,50,4,0,3
191852,51,4,0,3
4845976,51,4,1,2
10474699,51,4,2,2
12153189,51,4,0,3
15847289,51,4,0,2
15962179,51,4,0,2
17671406,51,4,2,3
18004887,51,4,1,1
19412636,51,4,1,6
19522147,51,4,0,2
22911293,51,4,2,1
26370047,51,4,1,2
28167559,51,4,0,3
38860451,51,4,1,2
45222569,51,4,1,3
49512168,51,4,0,2
51666785,51,4,1,2
53911967,51,4,1,4
60576707,51,4,1,3
63866444,51,4,0,2
70345831,51,4,1,3
76131458,51,4,0,4
77766491,51,4,0,2
80892369,51,4,0,2
81235812,51,4,2,2
84492945,51,4,1,3
86343484,51,4,0,1
89882420,51,4,1,3
97355407,51,4,0,2
360235,52,4,0,3
4036833,52,4,1,1
10422692,52,4,0,1
12297164,52,4,1,1
22159592,52,4,0,2
24110530,52,4,1,3
24286606,52,4,0,1
28002917,52,4,0,2
28167559,52,4,0,3
30790892,52,4,1,2
31288409,52,4,1,2
31557712,52,4,0,2
39150217,52,4,0,4
40734610,52,4,0,1
43230829,52,4,2,2
45222569,52,4,1,3
47742947,52,4,0,1
50554911,52,4,0,3
51666785,52,4,1,2
53356455,52,4,1,2
59954576,52,4,1,1
63335190,52,4,1,2
67435847,52,4,1,2
75633371,52,4,1,4
77231993,52,4,1,1
84759031,52,4,1,1
84858334,52,4,1,4
88300818,52,4,0,3
88452131,52,4,1,5
90355606,52,4,2,3
90792660,52,4,1,2
91306846,52,4,0,2
4982975,53,4,1,3
7578513,53,4,1,4
11127954,53,4,1,2
11924320,53,4,0,3
12525672,53,4,0,2
15962179,53,4,0,2
17139324,53,4,2,2
17775187,53,4,1,4
19522147,53,4,0,2
19534642,53,4,0,5
24731711,53,4,0,2
27996536,53,4,0,1
28121145,53,4,1,2
28570101,53,4,0,1
31557712,53,4,0,3
37949925,53,4,1,2
43618774,53,4,1,2
46732113,53,4,0,2
47075237,53,4,1,3
48041306,53,4,1,3
52243351,53,4,1,2
58183686,53,4,1,3
63335190,53,4,1,2
66498505,53,4,0,4
67244093,53,4,0,3
67435847,53,4,1,2
74769634,53,4,0,2
77766491,53,4,1,2
78591745,53,4,1,2
79527853,53,4,1,2
85099996,53,4,0,3
89380693,53,4,0,1
89848641,53,4,0,3
90792660,53,4,0,3
92526884,53,4,0,1
96951007,53,4,1,5
98010172,53,4,1,3
99332442,53,4,0,3
917184,54,4,1,1
2276365,54,4,1,2
4471216,54,4,0,2
5192412,54,4,0,2
9854582,54,4,0,4
10596821,54,4,0,1
11750775,54,4,1,1
19045356,54,4,0,1
19412636,54,4,1,3
19534642,54,4,1,4
21039704,54,4,0,4
22075728,54,4,0,2
28002917,54,4,0,2
28345683,54,4,0,1
29643156,54,4,0,1
29819313,54,4,0,2
29921370,54,4,1,1
32100244,54,4,0,2
36634027,54,4,2,2
39576419,54,4,0,1
47068104,54,4,0,3
53976171,54,4,1,1
59289141,54,4,0,4
64524670,54,4,0,1
64880517,54,4,1,1
67047396,54,4,0,3
71878407,54,4,1,1
74769634,54,4,0,2
77132057,54,4,1,3
77666177,54,4,0,1
80892369,54,4,0,3
81442790,54,4,0,2
89848641,54,4,0,4
90355606,54,4,1,2
96889767,54,4,0,2
97802893,54,4,0,2
1869052,55,4,0,2
7578220,55,4,1,2
11086664,55,4,1,1
18208579,55,4,1,1
19534642,55,4,1,3
23695189,55,4,1,2
27011791,55,4,0,4
33283970,55,4,1,3
33844715,55,4,1,3
39150217,55,4,0,4
40638801,55,4,2,3
45688333,55,4,1,2
47068104,55,4,0,3
50061553,55,4,0,2
52947474,55,4,1,2
59978693,55,4,1,2
60896776,55,4,0,2
70316775,55,4,0,1
71878407,55,4,1,2
77155258,55,4,1,2
89848641,55,4,0,4
94314138,55,4,2,2
95444169,55,4,1,2
1608782,56,4,1,2
4471216,56,4,0,3
5134938,56,4,0,1
6384172,56,4,0,3
11602580,56,4,2,4
15325654,56,4,0,2
17528525,56,4,1,3
19286501,56,4,0,3
21039704,56,4,1,3
22465049,56,4,1,2
28196852,56,4,1,1
29802609,56,4,0,2
33232502,56,4,2,3
36634027,56,4,2,2
41902513,56,4,0,1
43220572,56,4,1,3
46193614,56,4,1,4
47075237,56,4,0,4
50030040,56,4,1,3
67244093,56,4,1,2
73250700,56,4,1,2
73737355,56,4,0,3
75654193,56,4,1,1
77541401,56,4,1,3
92745033,56,4,1,1
95752051,56,4,0,2
98459583,56,4,0,2
506492,57,4,0,1
1608782,57,4,1,2
5134938,57,4,0,2
6483918,57,4,0,3
13151559,57,4,0,3
16453237,57,4,0,4
18046907,57,4,0,1
19020843,57,4,0,6
30593053,57,4,0,4
40211766,57,4,1,5
47498221,57,4,0,3
48142340,57,4,1,2
50030040,57,4,1,4
63540335,57,4,1,4
64440252,57,4,1,2
66246819,57,4,1,1
66779502,57,4,1,3
68593041,57,4,0,3
69403741,57,4,1,2
73234400,57,4,1,1
77498912,57,4,0,5
83924400,57,4,1,3
84119972,57,4,0,2
84480500,57,4,0,2
86841148,57,4,1,2
89271556,57,4,2,1
96068064,57,4,0,5
97097532,57,4,0,1
97802893,57,4,1,2
98757856,57,4,1,3
3995744,58,4,1,2
12834390,58,4,0,1
15962179,58,4,1,3
16889032,58,4,0,2
17139324,58,4,0,3
25240871,58,4,1,3
26211491,58,4,0,1
34198789,58,4,1,1
34712682,58,4,1,1
38143544,58,4,1,2
48142340,58,4,0,2
51291685,58,4,0,2
53565843,58,4,1,3
55607676,58,4,1,4
56297164,58,4,0,1
57861090,58,4,1,1
58814821,58,4,0,2
60590982,58,4,0,1
65846694,58,4,0,2
68093453,58,4,0,2
74720815,58,4,1,3
77641721,58,4,0,3
79796046,58,4,1,1
80258996,58,4,0,3
85162460,58,4,1,4
90792660,58,4,1,2
94329529,58,4,1,2
98428808,58,4,1,3
2050529,59,4,1,2
11051315,59,4,0,3
13653758,59,4,1,3
17024615,59,4,0,3
17139324,59,4,0,4
17671406,59,4,0,3
17813923,59,4,0,4
19522147,59,4,0,2
36634027,59,4,0,2
40638801,59,4,1,4
41345425,59,4,1,3
43945119,59,4,1,5
49570905,59,4,0,1
50328539,59,4,0,3
59343782,59,4,0,2
61757939,59,4,2,1
71782164,59,4,1,1
72089898,59,4,0,3
72648342,59,4,0,2
73250700,59,4,2,2
77423856,59,4,1,2
77854306,59,4,1,1
78414062,59,4,0,1
90610179,59,4,0,2
90792660,59,4,1,2
91675983,59,4,0,2
94079813,59,4,0,3
98428808,59,4,1,4
2135353,60,4,0,1
3423037,60,4,0,1
3926618,60,4,0,2
17139324,60,4,0,4
19159012,60,4,0,2
19534642,60,4,0,3
22075728,60,4,1,2
22197287,60,4,0,4
28583472,60,4,1,3
29378513,60,4,0,1
43945119,60,4,1,3
47322911,60,4,1,2
49874134,60,4,0,3
50069777,60,4,0,4
56299975,60,4,0,1
58089835,60,4,1,2
61986383,60,4,1,2
64215027,60,4,0,3
66622948,60,4,0,2
68565532,60,4,0,3
69461510,60,4,0,1
70265365,60,4,1,3
83686839,60,4,1,2
83924400,60,4,1,4
85162460,60,4,0,5
90610179,60,4,0,2
97802893,60,4,0,3
2328173,61,4,0,4
13212595,61,4,1,2
17139324,61,4,0,4
23579197,61,4,0,2
33844715,61,4,1,2
35538594,61,4,0,2
36744158,61,4,1,2
39133795,61,4,1,2
40623908,61,4,1,2
49431395,61,4,0,3
52464382,61,4,0,2
55607676,61,4,1,4
55910605,61,4,1,1
63246682,61,4,1,3
64436297,61,4,1,2
67056477,61,4,0,2
68565532,61,4,0,3
85162460,61,4,0,3
96964142,61,4,0,2
98207333,61,4,0,2
13658572,62,4,0,3
18712491,62,4,1,2
24716916,62,4,0,3
35709115,62,4,0,1
38710903,62,4,1,3
40623908,62,4,2,2
42086701,62,4,1,2
42610673,62,4,1,2
43944252,62,4,0,1
45092350,62,4,0,2
55607676,62,4,1,4
56207528,62,4,0,3
56462184,62,4,2,3
60228129,62,4,1,2
63484380,62,4,0,2
64436297,62,4,1,2
73611754,62,4,1,3
73737355,62,4,1,2
93786442,62,4,1,3
1400974,63,4,2,2
5115016,63,4,2,3
7804808,63,4,0,1
19534642,63,4,2,3
21533382,63,4,0,3
35709115,63,4,0,1
41345425,63,4,1,4
42697615,63,4,0,2
52920636,63,4,0,2
59260839,63,4,0,1
62153547,63,4,0,3
70265365,63,4,1,4
71137175,63,4,1,3
90725909,63,4,1,3
93921908,63,4,1,4
97533730,63,4,1,2
2648630,64,4,1,2
16344338,64,4,0,2
19362001,64,4,0,5
20897867,64,4,0,2
21533382,64,4,0,3
25818717,64,4,0,2
34438779,64,4,0,3
41345425,64,4,1,4
45092350,64,4,0,2
48164553,64,4,1,3
52503465,64,4,2,2
53330352,64,4,0,4
58764336,64,4,0,2
67457593,64,4,0,2
70238147,64,4,0,4
74509256,64,4,0,1
79487688,64,4,0,2
81911097,64,4,0,5
83924400,64,4,1,5
88452131,64,4,0,4
93484386,64,4,1,2
97152895,64,4,0,2
502615,32,3,0,2
4699453,32,3,1,1
5659435,32,3,1,2
6653435,32,3,0,1
7294775,32,3,0,1
7999514,32,3,0,1
11280958,32,3,1,2
11696254,32,3,1,1
12462330,32,3,1,2
13001799,32,3,1,2
14402921,32,3,0,2
14913612,32,3,1,1
15929045,32,3,0,1
16783290,32,3,2,1
18092855,32,3,2,1
18507400,32,3,1,2
20317997,32,3,1,1
21094340,32,3,0,1
21757053,32,3,0,1
22000478,32,3,0,2
22619577,32,3,0,3
22752652,32,3,1,2
22803154,32,3,1,1
25455897,32,3,0,2
27667552,32,3,1,2
27862419,32,3,1,1
29071115,32,3,1,2
29502347,32,3,1,2
31755318,32,3,0,1
31855987,32,3,0,1
33844541,32,3,1,2
34130165,32,3,0,1
34706881,32,3,1,2
35125797,32,3,0,1
39804214,32,3,0,3
39853281,32,3,1,1
40177537,32,3,0,1
40428039,32,3,0,1
40591659,32,3,1,2
41210596,32,3,0,2
45258030,32,3,0,3
47843344,32,3,1,3
50155935,32,3,1,1
51651508,32,3,0,1
56315428,32,3,1,1
56735702,32,3,0,1
57091717,32,3,0,1
57295647,32,3,0,2
58153216,32,3,0,3
58679219,32,3,2,1
59316697,32,3,1,1
59752858,32,3,1,1
59918922,32,3,0,1
60638037,32,3,1,2
60700670,32,3,0,1
61260144,32,3,0,2
62016779,32,3,1,1
62028350,32,3,0,1
62097071,32,3,0,1
64130240,32,3,0,1
64409277,32,3,0,1
65526231,32,3,0,2
66316243,32,3,0,1
68659783,32,3,0,2
68866429,32,3,1,2
69497867,32,3,1,2
69635645,32,3,0,3
70907354,32,3,1,1
72186588,32,3,1,1
76346510,32,3,1,2
76801797,32,3,0,2
77665083,32,3,0,1
78712329,32,3,0,2
79187210,32,3,1,1
79623377,32,3,1,1
82410099,32,3,1,1
90162599,32,3,0,1
96445063,32,3,0,1
96963662,32,3,1,3
125991,33,3,1,1
1803991,33,3,0,1
1822128,33,3,0,2
4010372,33,3,1,2
4273380,33,3,1,1
4629055,33,3,0,1
8774503,33,3,1,1
9609560,33,3,0,2
9719978,33,3,0,1
10582516,33,3,1,2
11939379,33,3,0,2
13450830,33,3,0,1
14843892,33,3,0,3
15221898,33,3,0,1
15660432,33,3,0,1
17792176,33,3,0,2
18252552,33,3,0,1
21148001,33,3,0,1
21813808,33,3,1,1
22161442,33,3,1,2
23212016,33,3,0,4
25796204,33,3,0,1
28119699,33,3,1,1
28946485,33,3,0,2
30890562,33,3,1,1
31398887,33,3,0,1
31755318,33,3,0,2
32275294,33,3,0,1
32576595,33,3,1,1
32694464,33,3,0,3
33844541,33,3,1,2
36098924,33,3,0,2
36859745,33,3,0,2
37572916,33,3,0,2
39364724,33,3,2,1
39911060,33,3,0,1
41720893,33,3,0,2
42712751,33,3,2,1
45036559,33,3,0,2
45258030,33,3,1,3
45432486,33,3,1,1
45471762,33,3,0,1
46818303,33,3,0,1
47939685,33,3,0,1
49226670,33,3,1,1
49500261,33,3,1,1
50110858,33,3,1,2
51162153,33,3,0,2
51637258,33,3,0,2
52431824,33,3,1,2
54951015,33,3,0,1
57298696,33,3,0,2
57384060,33,3,0,2
58677118,33,3,1,1
59738844,33,3,0,1
59958806,33,3,0,2
63169147,33,3,0,1
63276455,33,3,1,1
67147727,33,3,1,1
73878253,33,3,1,1
73965225,33,3,0,2
75366520,33,3,0,3
77194660,33,3,0,2
77344868,33,3,1,1
77724913,33,3,1,2
78542803,33,3,1,1
80096114,33,3,2,2
80612521,33,3,1,2
81371476,33,3,1,1
81737061,33,3,0,2
82228894,33,3,1,3
82409923,33,3,1,2
83204277,33,3,0,1
85569110,33,3,0,3
85762308,33,3,1,2
85889519,33,3,1,2
87311288,33,3,0,3
88653766,33,3,0,2
88938855,33,3,0,1
89386018,33,3,1,2
91392397,33,3,0,2
95329351,33,3,1,2
97266132,33,3,1,1
